Societe,Date,Annee,Periode,Devise,Categorie,Sous_categorie,Code_ratio,Ratio,Unite,Valeur,Benchmark,Note_sur_5
SFBT,2021-09-30,2021,9M,TND,Rentabilité,Rentabilité économique,REND_IMMO,Rendement brut des immobilisations,%,,,
SFBT,2021-09-30,2021,9M,TND,Rentabilité,Rentabilité économique,REND_RES_STABLE,Rendement brut des ressources stables,%,,,
SFBT,2021-09-30,2021,9M,TND,Rentabilité,Rentabilité d'exploitation,MARGE_BRUTE_EXPL,Marge brute d'exploitation,%,,,
SFBT,2021-09-30,2021,9M,TND,Rentabilité,Rentabilité d'exploitation,MARGE_BENEF_EXPL,Marge bénéficiaire d'exploitation,%,,,
SFBT,2021-09-30,2021,9M,TND,Rentabilité,Rentabilité opérationnelle,REND_PRODUCTION,Rendement de la production,%,,,
SFBT,2021-09-30,2021,9M,TND,Rentabilité,Rentabilité opérationnelle,ROT_STOCKS,Rotation des stocks,x,,,
SFBT,2021-09-30,2021,9M,TND,Rentabilité,Rentabilité opérationnelle,PROFIT_OP,Profit opérationnel,montant,,,
SFBT,2021-09-30,2021,9M,TND,Rentabilité,Rentabilité opérationnelle,CREATION_VALEUR,Création de valeur annuelle,montant,,,
SFBT,2021-09-30,2021,9M,TND,Rentabilité,Rentabilité financière,ROE,Rentabilité des capitaux propres (ROE),%,,10 % à 15 %,
SFBT,2021-09-30,2021,9M,TND,Rentabilité,Rentabilité financière,PERF_PLACEMENT,Performance des placements,%,,,
SFBT,2021-09-30,2021,9M,TND,Rentabilité,Rentabilité financière,ROI,Retour sur investissement (ROI),%,,,
SFBT,2021-09-30,2021,9M,TND,Cycle d'exploitation,Cycle d'exploitation,DSO,Délai moyen de recouvrement clients (DSO),j,,30 à 60 j,
SFBT,2021-09-30,2021,9M,TND,Cycle d'exploitation,Cycle d'exploitation,DPO,Délai moyen de paiement fournisseurs (DPO),j,,45 à 75 j,
SFBT,2021-09-30,2021,9M,TND,Cycle d'exploitation,Cycle d'exploitation,DIO,Durée moyenne de stockage (DIO),j,,45 à 90 j,
SFBT,2021-09-30,2021,9M,TND,Indicateurs complémentaires,Complémentaires,TRESO_NETTE,Trésorerie nette,montant,,,
SFBT,2021-09-30,2021,9M,TND,Indicateurs complémentaires,Complémentaires,TAUX_VA,Taux de valeur ajoutée,%,,,
SFBT,2021-09-30,2021,9M,TND,Indicateurs complémentaires,Complémentaires,PART_PERSO_VA,Part du personnel dans la VA,%,,,
SFBT,2021-12-31,2021,FY,TND,Gestion des liquidités,Liquidités,LIQ_GEN,Ratio de liquidité générale,x,,"1,5 à 2,0",
SFBT,2021-12-31,2021,FY,TND,Gestion des liquidités,Liquidités,LIQ_RED,Ratio de liquidité réduite,x,,"0,9 à 1,2",
SFBT,2021-12-31,2021,FY,TND,Gestion des liquidités,Liquidités,LIQ_IMM,Ratio de liquidité immédiate,x,,"0,30 à 0,80",
SFBT,2021-12-31,2021,FY,TND,Gestion des liquidités,Liquidités,INT_DEF_RED,Intervalle défensif réduit,j,,,
SFBT,2021-12-31,2021,FY,TND,Gestion des liquidités,Liquidités,INT_DEF,Intervalle défensif,j,,,
SFBT,2021-12-31,2021,FY,TND,Gestion des liquidités,Fonds de roulement,FR,Fonds de roulement (FR),montant,,positif,
SFBT,2021-12-31,2021,FY,TND,Gestion des liquidités,Fonds de roulement,COUV_IMMO,Couverture des immobilisations,x,,"1,2 à 1,5",
SFBT,2021-12-31,2021,FY,TND,Gestion des liquidités,Fonds de roulement,BFR,Besoin en fonds de roulement (BFR),montant,0.0,,
SFBT,2021-12-31,2021,FY,TND,Gestion des liquidités,Fonds de roulement,BFR_JOURS,Ratio BFR (jours de CA),j,,30 à 60 j,
SFBT,2021-12-31,2021,FY,TND,Gestion des actifs,Gestion des actifs,LEV_ECO,Ratio du levier économique,x,,2 à 3,
SFBT,2021-12-31,2021,FY,TND,Gestion des actifs,Gestion des actifs,POIDS_IMMO,Poids des immobilisations,%,,45 % à 65 %,
SFBT,2021-12-31,2021,FY,TND,Gestion des actifs,Gestion des actifs,VETUSTE,Vétusté des immobilisations corporelles,%,,30 % à 60 %,
SFBT,2021-12-31,2021,FY,TND,Gestion des passifs,Structure financière,ENDET_GLOB,Ratio d'endettement global,%,,40 % à 60 %,
SFBT,2021-12-31,2021,FY,TND,Gestion des passifs,Structure financière,ENDET_TERME,Ratio d'endettement à terme,%,,,
SFBT,2021-12-31,2021,FY,TND,Gestion des passifs,Structure financière,INDEP_FIN,Indépendance financière,x,,,
SFBT,2021-12-31,2021,FY,TND,Gestion des passifs,Structure financière,AUTO_FIN,Autonomie financière,%,,35 % à 50 %,
SFBT,2021-12-31,2021,FY,TND,Gestion des passifs,Structure financière,SOLVA,Solvabilité,x,,"1,5 à 2",
SFBT,2021-12-31,2021,FY,TND,Ressources humaines,Productivité RH,EFF_BRUT_RH,Efficacité brute des RH,x,,,
SFBT,2021-12-31,2021,FY,TND,Ressources humaines,Productivité RH,EFF_NET_RH,Efficacité nette des RH,x,,,
SFBT,2021-12-31,2021,FY,TND,Gestion des risques,Gestion des risques,RISQ_PLACEMENT,Risque de placement,%,,,
SFBT,2021-12-31,2021,FY,TND,Gestion des risques,Gestion des risques,RISQ_COMMERCIAL,Risque commercial,%,,,
SFBT,2021-12-31,2021,FY,TND,Gestion des risques,Gestion des risques,CREDIT_CLIENT,Crédit moyen clients,j,,,
SFBT,2021-12-31,2021,FY,TND,Gestion des risques,Gestion des risques,CREDIT_FOURN,Crédit moyen fournisseurs,j,,,
SFBT,2021-12-31,2021,FY,TND,Gestion des risques,Gestion des risques,CONAN_HOLDER,Score de Conan & Holder,score,,,
SFBT,2021-12-31,2021,FY,TND,Rentabilité,Rentabilité commerciale,RENT_COM,Rentabilité commerciale,%,,,
SFBT,2021-12-31,2021,FY,TND,Rentabilité,Rentabilité commerciale,MARGE_NETTE,Marge nette,%,,,
SFBT,2021-12-31,2021,FY,TND,Rentabilité,Rentabilité commerciale,ROT_CAP,Rotation des capitaux,x,,,
SFBT,2021-12-31,2021,FY,TND,Rentabilité,Rentabilité économique,ROA,Rendement de l'actif (ROA),%,,5 % à 10 %,
SFBT,2021-12-31,2021,FY,TND,Rentabilité,Rentabilité économique,ROCE,Rentabilité du capital investi (ROCE),%,,10 % à 15 %,
SFBT,2021-12-31,2021,FY,TND,Rentabilité,Rentabilité économique,REND_IMMO,Rendement brut des immobilisations,%,,,
SFBT,2021-12-31,2021,FY,TND,Rentabilité,Rentabilité économique,REND_RES_STABLE,Rendement brut des ressources stables,%,,,
SFBT,2021-12-31,2021,FY,TND,Rentabilité,Rentabilité d'exploitation,MARGE_BRUTE_EXPL,Marge brute d'exploitation,%,,,
SFBT,2021-12-31,2021,FY,TND,Rentabilité,Rentabilité d'exploitation,MARGE_BENEF_EXPL,Marge bénéficiaire d'exploitation,%,,,
SFBT,2021-12-31,2021,FY,TND,Rentabilité,Rentabilité opérationnelle,REND_PRODUCTION,Rendement de la production,%,,,
SFBT,2021-12-31,2021,FY,TND,Rentabilité,Rentabilité opérationnelle,ROT_STOCKS,Rotation des stocks,x,,,
SFBT,2021-12-31,2021,FY,TND,Rentabilité,Rentabilité opérationnelle,PROFIT_OP,Profit opérationnel,montant,,,
SFBT,2021-12-31,2021,FY,TND,Rentabilité,Rentabilité opérationnelle,CREATION_VALEUR,Création de valeur annuelle,montant,,,
SFBT,2021-12-31,2021,FY,TND,Rentabilité,Rentabilité financière,ROE,Rentabilité des capitaux propres (ROE),%,,10 % à 15 %,
SFBT,2021-12-31,2021,FY,TND,Rentabilité,Rentabilité financière,PERF_PLACEMENT,Performance des placements,%,,,
SFBT,2021-12-31,2021,FY,TND,Rentabilité,Rentabilité financière,ROI,Retour sur investissement (ROI),%,,,
SFBT,2021-12-31,2021,FY,TND,Cycle d'exploitation,Cycle d'exploitation,DSO,Délai moyen de recouvrement clients (DSO),j,,30 à 60 j,
SFBT,2021-12-31,2021,FY,TND,Cycle d'exploitation,Cycle d'exploitation,DPO,Délai moyen de paiement fournisseurs (DPO),j,,45 à 75 j,
SFBT,2021-12-31,2021,FY,TND,Cycle d'exploitation,Cycle d'exploitation,DIO,Durée moyenne de stockage (DIO),j,,45 à 90 j,
SFBT,2021-12-31,2021,FY,TND,Indicateurs complémentaires,Complémentaires,TRESO_NETTE,Trésorerie nette,montant,,,
SFBT,2021-12-31,2021,FY,TND,Indicateurs complémentaires,Complémentaires,TAUX_VA,Taux de valeur ajoutée,%,,,
SFBT,2021-12-31,2021,FY,TND,Indicateurs complémentaires,Complémentaires,PART_PERSO_VA,Part du personnel dans la VA,%,,,
SFBT,2022-03-31,2022,T1,TND,Gestion des liquidités,Liquidités,LIQ_GEN,Ratio de liquidité générale,x,,"1,5 à 2,0",
SFBT,2022-03-31,2022,T1,TND,Gestion des liquidités,Liquidités,LIQ_RED,Ratio de liquidité réduite,x,,"0,9 à 1,2",
SFBT,2022-03-31,2022,T1,TND,Gestion des liquidités,Liquidités,LIQ_IMM,Ratio de liquidité immédiate,x,,"0,30 à 0,80",
SFBT,2022-03-31,2022,T1,TND,Gestion des liquidités,Liquidités,INT_DEF_RED,Intervalle défensif réduit,j,,,
SFBT,2022-03-31,2022,T1,TND,Gestion des liquidités,Liquidités,INT_DEF,Intervalle défensif,j,,,
SFBT,2022-03-31,2022,T1,TND,Gestion des liquidités,Fonds de roulement,FR,Fonds de roulement (FR),montant,,positif,
SFBT,2022-03-31,2022,T1,TND,Gestion des liquidités,Fonds de roulement,COUV_IMMO,Couverture des immobilisations,x,,"1,2 à 1,5",
SFBT,2022-03-31,2022,T1,TND,Gestion des liquidités,Fonds de roulement,BFR,Besoin en fonds de roulement (BFR),montant,0.0,,
SFBT,2022-03-31,2022,T1,TND,Gestion des liquidités,Fonds de roulement,BFR_JOURS,Ratio BFR (jours de CA),j,0.0,30 à 60 j,5.0
SFBT,2022-03-31,2022,T1,TND,Gestion des actifs,Gestion des actifs,LEV_ECO,Ratio du levier économique,x,,2 à 3,
SFBT,2022-03-31,2022,T1,TND,Gestion des actifs,Gestion des actifs,POIDS_IMMO,Poids des immobilisations,%,,45 % à 65 %,
SFBT,2022-03-31,2022,T1,TND,Gestion des actifs,Gestion des actifs,VETUSTE,Vétusté des immobilisations corporelles,%,,30 % à 60 %,
SFBT,2022-03-31,2022,T1,TND,Gestion des passifs,Structure financière,ENDET_GLOB,Ratio d'endettement global,%,,40 % à 60 %,
SFBT,2022-03-31,2022,T1,TND,Gestion des passifs,Structure financière,ENDET_TERME,Ratio d'endettement à terme,%,,,
SFBT,2022-03-31,2022,T1,TND,Gestion des passifs,Structure financière,INDEP_FIN,Indépendance financière,x,,,
SFBT,2022-03-31,2022,T1,TND,Gestion des passifs,Structure financière,AUTO_FIN,Autonomie financière,%,,35 % à 50 %,
SFBT,2022-03-31,2022,T1,TND,Gestion des passifs,Structure financière,SOLVA,Solvabilité,x,,"1,5 à 2",
SFBT,2022-03-31,2022,T1,TND,Ressources humaines,Productivité RH,EFF_BRUT_RH,Efficacité brute des RH,x,16.8332,,
SFBT,2022-03-31,2022,T1,TND,Ressources humaines,Productivité RH,EFF_NET_RH,Efficacité nette des RH,x,7.2619,,5.0
SFBT,2022-03-31,2022,T1,TND,Gestion des risques,Gestion des risques,RISQ_PLACEMENT,Risque de placement,%,,,
SFBT,2022-03-31,2022,T1,TND,Gestion des risques,Gestion des risques,RISQ_COMMERCIAL,Risque commercial,%,,,
SFBT,2022-03-31,2022,T1,TND,Gestion des risques,Gestion des risques,CREDIT_CLIENT,Crédit moyen clients,j,,,
SFBT,2022-03-31,2022,T1,TND,Gestion des risques,Gestion des risques,CREDIT_FOURN,Crédit moyen fournisseurs,j,,,
SFBT,2022-03-31,2022,T1,TND,Gestion des risques,Gestion des risques,CONAN_HOLDER,Score de Conan & Holder,score,,,
SFBT,2022-03-31,2022,T1,TND,Rentabilité,Rentabilité commerciale,RENT_COM,Rentabilité commerciale,%,25.8129,,
SFBT,2022-03-31,2022,T1,TND,Rentabilité,Rentabilité commerciale,MARGE_NETTE,Marge nette,%,43.1407,,
SFBT,2022-03-31,2022,T1,TND,Rentabilité,Rentabilité commerciale,ROT_CAP,Rotation des capitaux,x,,,
SFBT,2022-03-31,2022,T1,TND,Rentabilité,Rentabilité économique,ROA,Rendement de l'actif (ROA),%,,5 % à 10 %,
SFBT,2022-03-31,2022,T1,TND,Rentabilité,Rentabilité économique,ROCE,Rentabilité du capital investi (ROCE),%,,10 % à 15 %,
SFBT,2022-03-31,2022,T1,TND,Rentabilité,Rentabilité économique,REND_IMMO,Rendement brut des immobilisations,%,,,
SFBT,2022-03-31,2022,T1,TND,Rentabilité,Rentabilité économique,REND_RES_STABLE,Rendement brut des ressources stables,%,,,
SFBT,2022-03-31,2022,T1,TND,Rentabilité,Rentabilité d'exploitation,MARGE_BRUTE_EXPL,Marge brute d'exploitation,%,30.1191,,
SFBT,2022-03-31,2022,T1,TND,Rentabilité,Rentabilité d'exploitation,MARGE_BENEF_EXPL,Marge bénéficiaire d'exploitation,%,25.8129,,
SFBT,2022-03-31,2022,T1,TND,Rentabilité,Rentabilité opérationnelle,REND_PRODUCTION,Rendement de la production,%,,,
SFBT,2022-03-31,2022,T1,TND,Rentabilité,Rentabilité opérationnelle,ROT_STOCKS,Rotation des stocks,x,,,
SFBT,2022-03-31,2022,T1,TND,Rentabilité,Rentabilité opérationnelle,PROFIT_OP,Profit opérationnel,montant,43933725.099,,
SFBT,2022-03-31,2022,T1,TND,Rentabilité,Rentabilité opérationnelle,CREATION_VALEUR,Création de valeur annuelle,montant,,,
SFBT,2022-03-31,2022,T1,TND,Rentabilité,Rentabilité financière,ROE,Rentabilité des capitaux propres (ROE),%,,10 % à 15 %,
SFBT,2022-03-31,2022,T1,TND,Rentabilité,Rentabilité financière,PERF_PLACEMENT,Performance des placements,%,,,
SFBT,2022-03-31,2022,T1,TND,Rentabilité,Rentabilité financière,ROI,Retour sur investissement (ROI),%,,,
SFBT,2022-03-31,2022,T1,TND,Cycle d'exploitation,Cycle d'exploitation,DSO,Délai moyen de recouvrement clients (DSO),j,,30 à 60 j,
SFBT,2022-03-31,2022,T1,TND,Cycle d'exploitation,Cycle d'exploitation,DPO,Délai moyen de paiement fournisseurs (DPO),j,,45 à 75 j,
SFBT,2022-03-31,2022,T1,TND,Cycle d'exploitation,Cycle d'exploitation,DIO,Durée moyenne de stockage (DIO),j,,45 à 90 j,
SFBT,2022-03-31,2022,T1,TND,Indicateurs complémentaires,Complémentaires,TRESO_NETTE,Trésorerie nette,montant,,,
SFBT,2022-03-31,2022,T1,TND,Indicateurs complémentaires,Complémentaires,TAUX_VA,Taux de valeur ajoutée,%,,,
SFBT,2022-03-31,2022,T1,TND,Indicateurs complémentaires,Complémentaires,PART_PERSO_VA,Part du personnel dans la VA,%,,,
SFBT,2022-06-30,2022,S1,TND,Gestion des liquidités,Liquidités,LIQ_GEN,Ratio de liquidité générale,x,2.6411,"1,5 à 2,0",5.0
SFBT,2022-06-30,2022,S1,TND,Gestion des liquidités,Liquidités,LIQ_RED,Ratio de liquidité réduite,x,1.9643,"0,9 à 1,2",5.0
SFBT,2022-06-30,2022,S1,TND,Gestion des liquidités,Liquidités,LIQ_IMM,Ratio de liquidité immédiate,x,0.4367,"0,30 à 0,80",5.0
SFBT,2022-06-30,2022,S1,TND,Gestion des liquidités,Liquidités,INT_DEF_RED,Intervalle défensif réduit,j,116.44,,
SFBT,2022-06-30,2022,S1,TND,Gestion des liquidités,Liquidités,INT_DEF,Intervalle défensif,j,358.4772,,
SFBT,2022-06-30,2022,S1,TND,Gestion des liquidités,Fonds de roulement,FR,Fonds de roulement (FR),montant,289918317.517,positif,5.0
SFBT,2022-06-30,2022,S1,TND,Gestion des liquidités,Fonds de roulement,COUV_IMMO,Couverture des immobilisations,x,1.5371,"1,2 à 1,5",4.0
SFBT,2022-06-30,2022,S1,TND,Gestion des liquidités,Fonds de roulement,BFR,Besoin en fonds de roulement (BFR),montant,202502265.445,,
SFBT,2022-06-30,2022,S1,TND,Gestion des liquidités,Fonds de roulement,BFR_JOURS,Ratio BFR (jours de CA),j,217.1359,30 à 60 j,0.0
SFBT,2022-06-30,2022,S1,TND,Gestion des actifs,Gestion des actifs,LEV_ECO,Ratio du levier économique,x,1.3511,2 à 3,5.0
SFBT,2022-06-30,2022,S1,TND,Gestion des actifs,Gestion des actifs,POIDS_IMMO,Poids des immobilisations,%,53.6458,45 % à 65 %,5.0
SFBT,2022-06-30,2022,S1,TND,Gestion des actifs,Gestion des actifs,VETUSTE,Vétusté des immobilisations corporelles,%,52.4555,30 % à 60 %,5.0
SFBT,2022-06-30,2022,S1,TND,Gestion des passifs,Structure financière,ENDET_GLOB,Ratio d'endettement global,%,25.9849,40 % à 60 %,4.0
SFBT,2022-06-30,2022,S1,TND,Gestion des passifs,Structure financière,ENDET_TERME,Ratio d'endettement à terme,%,11.4108,,
SFBT,2022-06-30,2022,S1,TND,Gestion des passifs,Structure financière,INDEP_FIN,Indépendance financière,x,2.8484,,
SFBT,2022-06-30,2022,S1,TND,Gestion des passifs,Structure financière,AUTO_FIN,Autonomie financière,%,74.0151,35 % à 50 %,4.0
SFBT,2022-06-30,2022,S1,TND,Gestion des passifs,Structure financière,SOLVA,Solvabilité,x,3.8484,"1,5 à 2",4.0
SFBT,2022-06-30,2022,S1,TND,Ressources humaines,Productivité RH,EFF_BRUT_RH,Efficacité brute des RH,x,16.8332,,
SFBT,2022-06-30,2022,S1,TND,Ressources humaines,Productivité RH,EFF_NET_RH,Efficacité nette des RH,x,7.2619,,5.0
SFBT,2022-06-30,2022,S1,TND,Gestion des risques,Gestion des risques,RISQ_PLACEMENT,Risque de placement,%,17.1892,,
SFBT,2022-06-30,2022,S1,TND,Gestion des risques,Gestion des risques,RISQ_COMMERCIAL,Risque commercial,%,51.57,,
SFBT,2022-06-30,2022,S1,TND,Gestion des risques,Gestion des risques,CREDIT_CLIENT,Crédit moyen clients,j,188.2305,,
SFBT,2022-06-30,2022,S1,TND,Gestion des risques,Gestion des risques,CREDIT_FOURN,Crédit moyen fournisseurs,j,155.1163,,
SFBT,2022-06-30,2022,S1,TND,Gestion des risques,Gestion des risques,CONAN_HOLDER,Score de Conan & Holder,score,0.143,,3.0
SFBT,2022-06-30,2022,S1,TND,Rentabilité,Rentabilité commerciale,RENT_COM,Rentabilité commerciale,%,25.8129,,
SFBT,2022-06-30,2022,S1,TND,Rentabilité,Rentabilité commerciale,MARGE_NETTE,Marge nette,%,43.1407,,
SFBT,2022-06-30,2022,S1,TND,Rentabilité,Rentabilité commerciale,ROT_CAP,Rotation des capitaux,x,0.3383,,
SFBT,2022-06-30,2022,S1,TND,Rentabilité,Rentabilité économique,ROA,Rendement de l'actif (ROA),%,8.7331,5 % à 10 %,5.0
SFBT,2022-06-30,2022,S1,TND,Rentabilité,Rentabilité économique,ROCE,Rentabilité du capital investi (ROCE),%,10.5907,10 % à 15 %,5.0
SFBT,2022-06-30,2022,S1,TND,Rentabilité,Rentabilité économique,REND_IMMO,Rendement brut des immobilisations,%,18.995,,
SFBT,2022-06-30,2022,S1,TND,Rentabilité,Rentabilité économique,REND_RES_STABLE,Rendement brut des ressources stables,%,12.3574,,
SFBT,2022-06-30,2022,S1,TND,Rentabilité,Rentabilité d'exploitation,MARGE_BRUTE_EXPL,Marge brute d'exploitation,%,30.1191,,
SFBT,2022-06-30,2022,S1,TND,Rentabilité,Rentabilité d'exploitation,MARGE_BENEF_EXPL,Marge bénéficiaire d'exploitation,%,25.8129,,
SFBT,2022-06-30,2022,S1,TND,Rentabilité,Rentabilité opérationnelle,REND_PRODUCTION,Rendement de la production,%,,,
SFBT,2022-06-30,2022,S1,TND,Rentabilité,Rentabilité opérationnelle,ROT_STOCKS,Rotation des stocks,x,1.5191,,
SFBT,2022-06-30,2022,S1,TND,Rentabilité,Rentabilité opérationnelle,PROFIT_OP,Profit opérationnel,montant,87867450.198,,
SFBT,2022-06-30,2022,S1,TND,Rentabilité,Rentabilité opérationnelle,CREATION_VALEUR,Création de valeur annuelle,montant,,,
SFBT,2022-06-30,2022,S1,TND,Rentabilité,Rentabilité financière,ROE,Rentabilité des capitaux propres (ROE),%,19.7197,10 % à 15 %,4.0
SFBT,2022-06-30,2022,S1,TND,Rentabilité,Rentabilité financière,PERF_PLACEMENT,Performance des placements,%,92.6062,,
SFBT,2022-06-30,2022,S1,TND,Rentabilité,Rentabilité financière,ROI,Retour sur investissement (ROI),%,17.7,,
SFBT,2022-06-30,2022,S1,TND,Cycle d'exploitation,Cycle d'exploitation,DSO,Délai moyen de recouvrement clients (DSO),j,171.7462,30 à 60 j,0.0
SFBT,2022-06-30,2022,S1,TND,Cycle d'exploitation,Cycle d'exploitation,DPO,Délai moyen de paiement fournisseurs (DPO),j,155.1163,45 à 75 j,3.0
SFBT,2022-06-30,2022,S1,TND,Cycle d'exploitation,Cycle d'exploitation,DIO,Durée moyenne de stockage (DIO),j,240.2806,45 à 90 j,0.0
SFBT,2022-06-30,2022,S1,TND,Indicateurs complémentaires,Complémentaires,TRESO_NETTE,Trésorerie nette,montant,77027709.277,,
SFBT,2022-06-30,2022,S1,TND,Indicateurs complémentaires,Complémentaires,TAUX_VA,Taux de valeur ajoutée,%,,,
SFBT,2022-06-30,2022,S1,TND,Indicateurs complémentaires,Complémentaires,PART_PERSO_VA,Part du personnel dans la VA,%,,,
SFBT,2022-09-30,2022,9M,TND,Gestion des liquidités,Liquidités,LIQ_GEN,Ratio de liquidité générale,x,,"1,5 à 2,0",
SFBT,2022-09-30,2022,9M,TND,Gestion des liquidités,Liquidités,LIQ_RED,Ratio de liquidité réduite,x,,"0,9 à 1,2",
SFBT,2022-09-30,2022,9M,TND,Gestion des liquidités,Liquidités,LIQ_IMM,Ratio de liquidité immédiate,x,,"0,30 à 0,80",
SFBT,2022-09-30,2022,9M,TND,Gestion des liquidités,Liquidités,INT_DEF_RED,Intervalle défensif réduit,j,,,
SFBT,2022-09-30,2022,9M,TND,Gestion des liquidités,Liquidités,INT_DEF,Intervalle défensif,j,,,
SFBT,2022-09-30,2022,9M,TND,Gestion des liquidités,Fonds de roulement,FR,Fonds de roulement (FR),montant,,positif,
SFBT,2022-09-30,2022,9M,TND,Gestion des liquidités,Fonds de roulement,COUV_IMMO,Couverture des immobilisations,x,,"1,2 à 1,5",
SFBT,2022-09-30,2022,9M,TND,Gestion des liquidités,Fonds de roulement,BFR,Besoin en fonds de roulement (BFR),montant,0.0,,
SFBT,2022-09-30,2022,9M,TND,Gestion des liquidités,Fonds de roulement,BFR_JOURS,Ratio BFR (jours de CA),j,,30 à 60 j,
SFBT,2022-09-30,2022,9M,TND,Gestion des actifs,Gestion des actifs,LEV_ECO,Ratio du levier économique,x,,2 à 3,
SFBT,2022-09-30,2022,9M,TND,Gestion des actifs,Gestion des actifs,POIDS_IMMO,Poids des immobilisations,%,,45 % à 65 %,
SFBT,2022-09-30,2022,9M,TND,Gestion des actifs,Gestion des actifs,VETUSTE,Vétusté des immobilisations corporelles,%,,30 % à 60 %,
SFBT,2022-09-30,2022,9M,TND,Gestion des passifs,Structure financière,ENDET_GLOB,Ratio d'endettement global,%,,40 % à 60 %,
SFBT,2022-09-30,2022,9M,TND,Gestion des passifs,Structure financière,ENDET_TERME,Ratio d'endettement à terme,%,,,
SFBT,2022-09-30,2022,9M,TND,Gestion des passifs,Structure financière,INDEP_FIN,Indépendance financière,x,,,
SFBT,2022-09-30,2022,9M,TND,Gestion des passifs,Structure financière,AUTO_FIN,Autonomie financière,%,,35 % à 50 %,
SFBT,2022-09-30,2022,9M,TND,Gestion des passifs,Structure financière,SOLVA,Solvabilité,x,,"1,5 à 2",
SFBT,2022-09-30,2022,9M,TND,Ressources humaines,Productivité RH,EFF_BRUT_RH,Efficacité brute des RH,x,,,
SFBT,2022-09-30,2022,9M,TND,Ressources humaines,Productivité RH,EFF_NET_RH,Efficacité nette des RH,x,,,
SFBT,2022-09-30,2022,9M,TND,Gestion des risques,Gestion des risques,RISQ_PLACEMENT,Risque de placement,%,,,
SFBT,2022-09-30,2022,9M,TND,Gestion des risques,Gestion des risques,RISQ_COMMERCIAL,Risque commercial,%,,,
SFBT,2022-09-30,2022,9M,TND,Gestion des risques,Gestion des risques,CREDIT_CLIENT,Crédit moyen clients,j,,,
SFBT,2022-09-30,2022,9M,TND,Gestion des risques,Gestion des risques,CREDIT_FOURN,Crédit moyen fournisseurs,j,,,
SFBT,2022-09-30,2022,9M,TND,Gestion des risques,Gestion des risques,CONAN_HOLDER,Score de Conan & Holder,score,,,
SFBT,2022-09-30,2022,9M,TND,Rentabilité,Rentabilité commerciale,RENT_COM,Rentabilité commerciale,%,,,
SFBT,2022-09-30,2022,9M,TND,Rentabilité,Rentabilité commerciale,MARGE_NETTE,Marge nette,%,,,
SFBT,2022-09-30,2022,9M,TND,Rentabilité,Rentabilité commerciale,ROT_CAP,Rotation des capitaux,x,,,
SFBT,2022-09-30,2022,9M,TND,Rentabilité,Rentabilité économique,ROA,Rendement de l'actif (ROA),%,,5 % à 10 %,
SFBT,2022-09-30,2022,9M,TND,Rentabilité,Rentabilité économique,ROCE,Rentabilité du capital investi (ROCE),%,,10 % à 15 %,
SFBT,2022-09-30,2022,9M,TND,Rentabilité,Rentabilité économique,REND_IMMO,Rendement brut des immobilisations,%,,,
SFBT,2022-09-30,2022,9M,TND,Rentabilité,Rentabilité économique,REND_RES_STABLE,Rendement brut des ressources stables,%,,,
SFBT,2022-09-30,2022,9M,TND,Rentabilité,Rentabilité d'exploitation,MARGE_BRUTE_EXPL,Marge brute d'exploitation,%,,,
SFBT,2022-09-30,2022,9M,TND,Rentabilité,Rentabilité d'exploitation,MARGE_BENEF_EXPL,Marge bénéficiaire d'exploitation,%,,,
SFBT,2022-09-30,2022,9M,TND,Rentabilité,Rentabilité opérationnelle,REND_PRODUCTION,Rendement de la production,%,,,
SFBT,2022-09-30,2022,9M,TND,Rentabilité,Rentabilité opérationnelle,ROT_STOCKS,Rotation des stocks,x,,,
SFBT,2022-09-30,2022,9M,TND,Rentabilité,Rentabilité opérationnelle,PROFIT_OP,Profit opérationnel,montant,,,
SFBT,2022-09-30,2022,9M,TND,Rentabilité,Rentabilité opérationnelle,CREATION_VALEUR,Création de valeur annuelle,montant,,,
SFBT,2022-09-30,2022,9M,TND,Rentabilité,Rentabilité financière,ROE,Rentabilité des capitaux propres (ROE),%,,10 % à 15 %,
SFBT,2022-09-30,2022,9M,TND,Rentabilité,Rentabilité financière,PERF_PLACEMENT,Performance des placements,%,,,
SFBT,2022-09-30,2022,9M,TND,Rentabilité,Rentabilité financière,ROI,Retour sur investissement (ROI),%,,,
SFBT,2022-09-30,2022,9M,TND,Cycle d'exploitation,Cycle d'exploitation,DSO,Délai moyen de recouvrement clients (DSO),j,,30 à 60 j,
SFBT,2022-09-30,2022,9M,TND,Cycle d'exploitation,Cycle d'exploitation,DPO,Délai moyen de paiement fournisseurs (DPO),j,,45 à 75 j,
SFBT,2022-09-30,2022,9M,TND,Cycle d'exploitation,Cycle d'exploitation,DIO,Durée moyenne de stockage (DIO),j,,45 à 90 j,
SFBT,2022-09-30,2022,9M,TND,Indicateurs complémentaires,Complémentaires,TRESO_NETTE,Trésorerie nette,montant,,,
SFBT,2022-09-30,2022,9M,TND,Indicateurs complémentaires,Complémentaires,TAUX_VA,Taux de valeur ajoutée,%,,,
SFBT,2022-09-30,2022,9M,TND,Indicateurs complémentaires,Complémentaires,PART_PERSO_VA,Part du personnel dans la VA,%,,,
SFBT,2022-12-31,2022,FY,TND,Gestion des liquidités,Liquidités,LIQ_GEN,Ratio de liquidité générale,x,,"1,5 à 2,0",
